q_m3_s,k_m2,L_m,t_life_s,R_th,R_pr,R_ze,c_CO2,COP,c_CO2_heat,heat_per_m3
0.041666666666666664,1.0e-13,1000.0,7.519670943136864e8,-0.08907774551724265,-2.9442214486483285,-4.0013823470266185,0.2349246440840645,1.9999845702081158,0.027500212161275208,155773.01458715557
0.041666666666666664,2.0e-13,500.0,3.525445048291284e8,0.4712916403280054,-0.7328182284833608,-1.181843241316285,0.09978333618509425,4.725810022584244,0.011638216461762042,154389.01848309007
0.041666666666666664,2.0e-13,650.0,4.763985353108032e8,0.44676491445836075,-0.8396689220730543,-1.3180778756431442,0.10631310079335332,4.428489194381584,0.012419585458123824,154993.69152919453
0.041666666666666664,2.0e-13,800.0,5.921980585198631e8,0.4190838168118998,-0.9539580683904678,-1.4637965371978463,0.1132974375127508,4.1489012778882435,0.01325652174302748,155633.8713934484
0.041666666666666664,2.0e-13,900.0,6.761098300530821e8,0.39700731611939155,-1.043232071624208,-1.5776208913208651,0.1187530710437016,3.9589052359600614,0.013892729611311883,155527.95736192865
0.041666666666666664,2.0e-13,1000.0,7.519670943136864e8,0.3765437241170696,-1.1253875828892401,-1.682369168183781,0.12377368562100911,3.796006081363564,0.01448891250991975,155773.0145868154
0.041666666666666664,5.0e-13,500.0,3.525445048291284e8,0.6810623235801503,0.08659850296995397,-0.13708690871330864,0.04970786926294725,9.486568167593108,0.005797670878272344,154389.01848393626
0.041666666666666664,5.0e-13,650.0,4.763985353108032e8,0.6774973397869921,0.06162961436690181,-0.16892224168220016,0.051233745788689326,9.18938115566123,0.005985169084657738,154993.6915292279
0.041666666666666664,5.0e-13,800.0,5.921980585198631e8,0.6700086542172095,0.026217077724327124,-0.21407322590148292,0.05339784525018001,8.802974746969827,0.006247887967522817,155633.87139212497
0.041666666666666664,5.0e-13,900.0,6.761098300530821e8,0.6628061539324706,-0.004955361416828537,-0.2538180858064564,0.055302827642139514,8.501050936919729,0.00646978831301165,155527.95736172763
0.041666666666666664,5.0e-13,1000.0,7.519670943136864e8,0.6559166059002428,-0.03408726342375447,-0.2909612608652869,0.05708311054256277,8.230905058681344,0.006682132719048934,155773.01458707073
0.041666666666666664,1.0e-12,500.0,3.525445048291284e8,0.7509858846598586,0.3597374134383203,0.21116520213385837,0.03301604695654709,14.282663543934287,0.003850822350524246,154389.01848191497
0.041666666666666664,1.0e-12,650.0,4.763985353108032e8,0.7544081482299982,0.3620624598474419,0.21412963630548845,0.032873960787100774,14.321560493836289,0.0038403636268317894,154993.69152897195
0.041666666666666664,1.0e-12,800.0,5.921980585198631e8,0.7536502666915923,0.35294212645191353,0.20250121122618972,0.033431314494605284,14.060466672739727,0.00391167670889853,155633.87139422944
0.041666666666666664,1.0e-12,900.0,6.761098300530821e8,0.751405766528696,0.3411368752883305,0.1874495159926214,0.03415274651015758,13.765573864149243,0.003995474547068523,155527.9573559365
0.041666666666666664,1.0e-12,1000.0,7.519670943136864e8,0.749040899826701,0.3296795097266519,0.1728413749014812,0.03485291885003793,13.480812478074613,0.004079872788784265,155773.01458591805
0.05555555555555555,2.0e-14,500.0,2.6440837862184623e8,-3.8674599173067765,-17.681067875244306,-22.79086154093649,1.1355097034871522,0.4152785962788018,0.13244121053394034,154392.7135379604
0.05555555555555555,2.0e-14,650.0,3.572989014831023e8,-4.322721192538692,-19.4704749544529,-25.072355566927445,1.2448623583276768,0.37819652395136966,0.14542703731214665,154997.1076412658
0.05555555555555555,2.0e-14,800.0,4.4414854388989735e8,-4.7653236233192375,-21.2055502970285,-27.28457662871134,1.3508947403739635,0.3479593899295705,0.15806442243484906,155636.96209494284
0.05555555555555555,2.0e-14,900.0,5.070823725398115e8,-5.093167938218625,-22.489229718638448,-28.921267891264023,1.4293418161390161,0.3289128983706163,0.16721752254916575,155530.9340081725
0.05555555555555555,2.0e-14,1000.0,5.639753207352648e8,-5.392600445374675,-23.66110746684929,-30.415412020232846,1.5009565674185679,0.31302883369899065,0.17570266403282242,155775.82294144743
0.05555555555555555,5.0e-14,500.0,2.6440837862184623e8,-1.0705968732457276,-6.7558216093808126,-8.861172551960536,0.46785576501771625,1.0079022446318688,0.054568784118630934,154392.71353792775
0.05555555555555555,5.0e-14,650.0,3.572989014831023e8,-1.2463674048531108,-7.453467971306066,-9.750671663415234,0.5104897093575929,0.922256821415601,0.05963631682938249,154997.10764110222
0.05555555555555555,5.0e-14,800.0,4.4414854388989735e8,-1.4197334492477003,-8.136838679561546,-10.621969316440973,0.5522512526398723,0.8511642254727786,0.06461737741556312,155636.96209488774
0.05555555555555555,5.0e-14,900.0,5.070823725398115e8,-1.549256532370039,-8.64582578954241,-11.270927881666573,0.5833560204720362,0.805904015747,0.06824634066256635,155530.934008169
0.05555555555555555,5.0e-14,1000.0,5.639753207352648e8,-1.6676988886486515,-9.110710760888274,-11.863656220132551,0.611765657609839,0.7680108843761406,0.07161356839971975,155775.82294150256
0.05555555555555555,1.0e-13,500.0,2.6440837862184623e8,-0.1383091918961724,-3.114072854108928,-4.217942888988883,0.2453044521955456,1.9223168250935438,0.028611308646962284,154392.71353743138
0.05555555555555555,1.0e-13,650.0,3.572989014831023e8,-0.22091614228864073,-3.4477989769136372,-4.643443695564888,0.2656988263669445,1.771940896973483,0.031039410001733863,154997.10764124448
0.05555555555555555,1.0e-13,800.0,4.4414854388989735e8,-0.30453672455842296,-3.7806014737440194,-5.067766879023624,0.2860367567288012,1.643343027293137,0.03346836240915219,155636.9620947067
0.05555555555555555,1.0e-13,900.0,5.070823725398115e8,-0.3679527304197316,-4.031357813174067,-5.387481211796934,0.30136075524952627,1.560020511360132,0.03525594670037207,155530.9340083621
0.05555555555555555,1.0e-13,1000.0,5.639753207352648e8,-0.42606503640914983,-4.260578525577698,-5.679737620111564,0.3153686876741926,1.4898203344060226,0.036917203188750934,155775.8229413348
0.05555555555555555,2.0e-13,500.0,2.6440837862184623e8,0.32783464878073004,-1.2931984764646105,-1.8963280574923784,0.1340287957839484,3.5182952511674492,0.01563257091108251,154392.7135369764
0.05555555555555555,2.0e-13,650.0,3.572989014831023e8,0.2918094889891758,-1.444964479734506,-2.089829711661495,0.14330338487266422,3.2853558702508954,0.016740956587999633,154997.1076406978
0.05555555555555555,2.0e-13,800.0,4.4414854388989735e8,0.2530616377899486,-1.6024828708207812,-2.290665660296496,0.15292950877238107,3.073680897117737,0.017893854905880045,155636.96209508364
0.05555555555555555,2.0e-13,900.0,5.070823725398115e8,0.22269917055336497,-1.7241238249978248,-2.445757876872227,0.16036312263875593,2.9316525630893726,0.018760749719278144,155530.93400798537
0.05555555555555555,2.0e-13,1000.0,5.639753207352648e8,0.19475188971070995,-1.8355124079219656,-2.587778320100506,0.16717020270634234,2.8105647784470476,0.019569020583254357,155775.8229412046
0.05555555555555555,5.0e-13,500.0,2.6440837862184623e8,0.6075209531923658,-0.2006738498572614,-0.5033591585680083,0.06726340193572153,7.010541574673693,0.007845328269458267,154392.71353854612
0.05555555555555555,5.0e-13,650.0,3.572989014831023e8,0.5994448677587275,-0.2432637814159143,-0.5576613213052907,0.06986611997541699,6.73863979971975,0.008161884539708944,154997.10764057768
0.05555555555555555,5.0e-13,800.0,4.4414854388989735e8,0.587620655195704,-0.29561170907945467,-0.6244049290763046,0.07306515999930001,6.433387810611532,0.00854915040397229,155636.96209468477
0.05555555555555555,5.0e-13,900.0,5.070823725398115e8,0.5770903111350194,-0.3397834321005126,-0.6807238759281534,0.0757645430728091,6.2051315885137255,0.00886363153068504,155530.93400685658
0.05555555555555555,5.0e-13,1000.0,5.639753207352648e8,0.5672420453848549,-0.3804727373198975,-0.7326027400828693,0.07825111172510482,6.004294039708431,0.009160111019924467,155775.82294146123
0.05555555555555555,1.0e-12,500.0,2.6440837862184623e8,0.7007497213247195,0.1635010256603845,-0.03903619228300976,0.045008270654087607,10.47702719685308,0.005249580722336963,154392.71353678836
0.05555555555555555,1.0e-12,650.0,3.572989014831023e8,0.7019899940105438,0.1573031180061431,-0.04693852454216754,0.04538703167740236,10.373064713040701,0.005302193857024306,154997.1076374227
0.05555555555555555,1.0e-12,800.0,4.4414854388989735e8,0.6991403276656144,0.14001201150609602,-0.06898468532972754,0.046443710407960796,10.1209938997232,0.005434248903312174,155636.96209478713
0.05555555555555555,1.0e-12,900.0,5.070823725398115e8,0.6952206913308441,0.12166336553944712,-0.09237920893720492,0.047565016550367115,9.883922967056556,0.005564592134450747,155530.9340067781
0.05555555555555555,1.0e-12,1000.0,5.639753207352648e8,0.691405430612741,0.10454048622624071,-0.11421088006154309,0.04861141473061862,9.665274839939082,0.005690474498741378,155775.82294317335
0.06944444444444445,2.0e-14,500.0,2.11526702897477e8,-5.065880794129974,-22.362400252619985,-28.759560322090483,1.4215911265489989,0.33170602371832414,0.16580947003454036,154394.93735845972
0.06944444444444445,2.0e-14,650.0,2.8583912118648183e8,-5.637416069939515,-24.606002376778115,-31.620153030392093,1.5587001452475515,0.3020467613773914,0.18209101050840407,154999.1624101136
0.06944444444444445,2.0e-14,800.0,3.5531883511191785e8,-6.192018211076476,-26.778576430717756,-34.39018494916514,1.6914685596549737,0.2778972619783067,0.19791486828068647,155638.82083513925
0.06944444444444445,2.0e-14,900.0,4.056658980318492e8,-6.6025254893768395,-28.385157989583018,-36.43857643671835,1.7896485438078509,0.26269238135801515,0.2093703658845067,155532.72488177844
0.06944444444444445,2.0e-14,1000.0,4.5118025658821166e8,-6.9773028182396395,-29.8513513948169,-38.307973028391544,1.8792492519054769,0.25001520721330556,0.21998661846627443,155777.5131214801
0.06944444444444445,5.0e-14,500.0,2.11526702897477e8,-1.5698612548348636,-8.706073927248458,-11.347744257241784,0.5870378511096279,0.8032707585202035,0.06847006369473946,154394.93735845605
0.06944444444444445,5.0e-14,650.0,2.8583912118648183e8,-1.7920325405946802,-9.584972965274835,-12.468340530725413,0.6407483478779065,0.7347663593512531,0.07485372635807812,154999.16241000898
0.06944444444444445,5.0e-14,800.0,3.5531883511191785e8,-2.010086111721018,-10.44290416761049,-13.562202813703376,0.6931774769095298,0.678115629991788,0.08110711148283967,155638.82083509554
0.06944444444444445,5.0e-14,900.0,4.056658980318492e8,-2.1726909102534004,-11.081116664882073,-14.375923747724643,0.7321793517427934,0.6420927285750192,0.0856574098293562,155532.72488173953
0.06944444444444445,5.0e-14,1000.0,4.5118025658821166e8,-2.3212283646289382,-11.663560560400095,-15.11853971451012,0.7677731453577833,0.6119527544841671,0.08987621936004046,155777.51312143417
0.06944444444444445,1.0e-13,500.0,2.11526702897477e8,-0.4045214084019902,-4.153965152120104,-5.543805568953133,0.3088534259628953,1.5267771062294893,0.036023594914798895,154394.93735860704
0.06944444444444445,1.0e-13,650.0,2.8583912118648183e8,-0.5102380308134813,-4.577963161441984,-6.084403030838529,0.33476441542145446,1.4063631292415355,0.0391079649746378,154999.16240987286
0.06944444444444445,1.0e-13,800.0,3.5531883511191785e8,-0.6161087452666144,-4.997680079897996,-6.619542101869944,0.360413782660433,1.304207841278411,0.04217119255017503,155638.82083520407
0.06944444444444445,1.0e-13,900.0,4.056658980318492e8,-0.6960793838793746,-5.313102889983524,-7.021706184728992,0.3796896210545487,1.238187750460841,0.04441975781098589,155532.72488168007
0.06944444444444445,1.0e-13,1000.0,4.5118025658821166e8,-0.769203546756194,-5.600963615584698,-7.38872860987049,0.39728110984128706,1.1826409045933937,0.046506086324580205,155777.51312150754
0.06944444444444445,2.0e-13,500.0,2.11526702897477e8,0.1781485148101525,-1.8779107645724598,-2.6418362248298863,0.16976121339053918,2.7777272000091324,0.019800360524899335,154394.9373580741
0.06944444444444445,2.0e-13,650.0,2.8583912118648183e8,0.13065922407833322,-2.0744582595207985,-2.892434280889018,0.18177244919293767,2.5900532942218684,0.02123508428289839,154999.16240973925
0.06944444444444445,2.0e-13,800.0,3.5531883511191785e8,0.08087993795783148,-2.275068036052465,-3.1482117459668926,0.19403193553653955,2.4225624516446156,0.02270323308390333,155638.82083501932
0.06944444444444445,2.0e-13,900.0,4.056658980318492e8,0.04222637930845769,-2.429096002531055,-3.344597403227095,0.20344475571023113,2.310833897515238,0.023800931801779283,155532.7248816935
0.06944444444444445,2.0e-13,1000.0,4.5118025658821166e8,0.006808862177203124,-2.5696651431885558,-3.523823057565408,0.21203509208374507,2.2158638294430055,0.024821019806900844,155777.51312115285
0.06944444444444445,5.0e-13,500.0,2.11526702897477e8,0.5277504687362258,-0.5122781320482853,-0.9006546183615638,0.08630588584739521,5.463710097092616,0.010066419890994388,154394.93735689006
0.06944444444444445,5.0e-13,650.0,2.8583912118648183e8,0.5151975770179723,-0.5723553183506798,-0.9772530308971166,0.08997726945476375,5.232436299549132,0.010511355867770281,154999.16241097872
0.06944444444444445,5.0e-13,800.0,3.5531883511191785e8,0.4990731478913813,-0.6415008097493299,-1.0654135324303955,0.09420282726245904,4.989812886849973,0.011022457404153495,155638.820834105
0.06944444444444445,5.0e-13,900.0,4.056658980318492e8,0.48520983722079986,-0.6986918700609661,-1.138332134327732,0.09769783650372571,4.812051674746727,0.011429636196268573,155532.7248816736
0.06944444444444445,5.0e-13,1000.0,4.5118025658821166e8,0.4724163075406398,-0.7508860597377208,-1.204879726165594,0.10088748142841626,4.65707820700873,0.011809979896242032,155777.51312164025
0.06944444444444445,1.0e-12,500.0,2.11526702897477e8,0.644284453385248,-0.057067254513605475,-0.3202607495048469,0.058487443331386994,8.062420120997796,0.006821773012889492,154394.93735823827
0.06944444444444445,1.0e-12,650.0,2.8583912118648183e8,0.6433770279954162,-0.07165433797012763,-0.3388592809119127,0.05937887620928557,7.928751112928237,0.006936779729448143,154999.16241121764
0.06944444444444445,1.0e-12,800.0,3.5531883511191785e8,0.6384708845330077,-0.09697840099255016,-0.3711474612655014,0.06092645783843361,7.715112582139723,0.00712886551096137,155638.82083226243
0.06944444444444445,1.0e-12,900.0,4.056658980318492e8,0.6328709898561511,-0.12189049257902197,-0.402910378038253,0.062448863435384666,7.528192058361606,0.007305870994472196,155532.72488128635
0.06944444444444445,1.0e-12,1000.0,4.5118025658821166e8,0.6276187893251287,-0.14462636526683723,-0.4318986157152174,0.06383827787741782,7.3598616182040475,0.007472966592736168,155777.51312049216
